"year","lwage","cons","high_tech","schooling","experience","experience_2","experience_3","experience_4","union_covered","married","RACEOther","RACEWhite","fulltime","educ_exp_groupbelow_hs_experience29","educ_exp_groupbelow_hs_experience30","educ_exp_groupbelow_hs_experience9","educ_exp_groupcollege_experience19","educ_exp_groupcollege_experience29","educ_exp_groupcollege_experience30","educ_exp_groupcollege_experience9","educ_exp_groupcollege_some_experience19","educ_exp_groupcollege_some_experience29","educ_exp_groupcollege_some_experience30","educ_exp_groupcollege_some_experience9","educ_exp_groupgraduate_experience19","educ_exp_groupgraduate_experience29","educ_exp_groupgraduate_experience30","educ_exp_groupgraduate_experience9","educ_exp_grouphs_experience19","educ_exp_grouphs_experience29","educ_exp_grouphs_experience30","educ_exp_grouphs_experience9"
1996,-9.10223832397265,-26.9452248668872,-0.0303615775449975,0.00331732752482431,-0.00657458145467278,0.000376903163598122,-7.75385730788476e-06,5.39272485518635e-08,0.148569604734385,-0.0202499312123686,0.0719685884324109,0.0687330669701795,0.00789397557609841,-0.0117335374449028,-0.0201623540797241,-0.00909334621031112,-0.138685445904198,-0.120017830111027,-0.132124537510567,-0.157445075654396,-0.0603585873395066,-0.0687530917940861,-0.0807055884465486,-0.0255541987005059,-0.164404952078824,-0.133989637581479,-0.148761949643013,-0.201746685333332,-0.0107887340288262,-0.0281803231056021,-0.0363045538539232,0.0286605874661673
1996,-3.01968378121381,-44.3387264437694,0.663105441348735,-15.9705625620639,2.33577882050073,-0.217627807157595,0.00742020813599685,-8.03652439308087e-05,-1.01420840194267,0.931015253584637,-0.173878253385222,18.7608719795293,-0.192586935482687,-3.48997186518265,-9.85100941353376,84.1858304994493,266.502476546324,266.777354699173,259.194545931028,246.108902360806,218.540348320581,198.88161810239,193.038697123515,218.956205547791,278.229599361289,278.38131906928,272.820404418246,278.055887820026,182.673912889544,182.821242012213,196.595423711107,182.793968922522
1996,0.108102048003532,-7.02332401136188,-0.314071508708643,-0.0262591432547629,-0.10669518497021,-0.0193952967402838,0.00126278258417366,-1.67650675527401e-05,-0.948994095249076,0.493715788349487,0.520014586193029,-0.799135416975541,0.114462221161616,4.11024927498064,0.0621677315481477,2.80462330539794,3.56671983142128,3.16089635816673,1.11627293779796,1.99576475153101,3.64519358522984,1.32227794200873,-15.9725516171923,3.0962816723698,2.98276127564982,-12.6938986051366,0.372434967017343,-13.2783204417326,1.67193230475406,-12.7031161138356,-0.505066329913597,2.57869504939212
1996,0.618784541426311,-2.81101512802479,-0.291894576718579,-0.0702720150747037,-0.298994353934001,0.00687536687083218,0.000256224620135715,-5.09744461739587e-06,-1.53840642810888,0.0651405640616,0.145785278964124,-0.808095890278338,-0.0393070190659303,1.11353940905453,-2.59023732745015,1.08269389036644,0.478152517380699,-0.152384895477569,-1.70310899700656,-0.550113465637327,0.397126157714106,-2.13409271876621,-8.06008377158909,0.228563007606454,1.4824308374764,-14.9282788356423,-1.6606934644703,-14.8533250660359,-1.66685064264712,-0.650081442685985,-3.45136621451756,-0.44381151448888
1996,0.801249228563477,-2.69257236935794,-0.39971461998018,-0.094821179928071,-0.375315738707894,0.0179762820393419,-0.000189633230128054,2.85743894731274e-08,-1.74246174236302,-0.0770041280418574,0.270280798934911,-0.586236668954759,-0.133311242934418,1.39148658246866,-1.83283826108449,1.29213666216313,0.692536068364945,0.367988324598255,-0.84118603116925,-0.188718215656345,0.526184237739798,-1.9369556619828,-3.28380149292166,0.77968903515672,1.7675359033328,-14.6133668867999,-0.584931204639864,-14.4021329459903,-0.864015683322799,-0.486458798595457,-2.43242299262523,-0.241396931559938
1996,1.01366289526113,-3.15220033329994,-0.689931338570154,-0.0517591739285046,-0.347830070850405,0.0204487602230472,-0.000362436223489989,2.10348504667231e-06,-1.97074656796572,-0.358212418816909,-0.0275347444308355,-0.630820639874695,-0.201264234314653,1.68414714721479,-0.361979466270279,1.54700925405943,0.390095834237865,0.211002098068394,-0.0330576034061355,0.229963537092981,0.817914297235375,-0.706683070535323,-1.62346314020315,1.30441824355805,1.40314857843254,-0.525446142102169,0.278435671413571,-12.5485009683475,-0.813591368902069,0.481275239148158,-1.48176229073345,0.620179585080951
1996,1.13466156591259,-1.3085575263808,-0.984364256440494,-0.086619420756502,-0.349292090187084,0.02210091900771,-0.000418370538010359,2.58463465479073e-06,-2.15620643531935,-0.57040711683293,-0.183273340977844,-0.535633235247653,-0.246685208730536,-0.01435363638132,-2.03080251230807,0.116926210746925,-0.629393842078842,-0.772800299589258,-1.21448430358606,-0.685608113767118,-0.0820018051849385,-2.24299220863588,-3.11963172712402,0.162597332246474,0.197838262323898,-0.882560325912326,-1.05685974059102,-13.6455163370169,-1.05361747428612,-0.960137033487187,-2.9489244421958,-0.691790323733729
1996,1.24740177329205,-0.747780496591526,-1.09798856215082,-0.0776092906488446,-0.338858592661622,0.018577333950156,-0.000324584022940276,1.89141712786784e-06,-1.31068479221232,-0.639682681263961,-0.198847608170552,-0.778670396865461,-0.151736564771748,0.403787497346103,-1.48648103516249,-0.226888412736129,-0.81314561913131,-0.558445483198592,-0.768890687679315,-1.19341111015736,-0.0270270264631946,-1.18377319976276,-2.66201802359458,-0.23431695103821,-0.0097172230654862,-0.336643993441643,-0.551911565350685,-14.1824399879702,-0.967173471552271,-0.4848839595799,-2.49343031344509,-0.958095521045259
1996,1.34927242232777,-0.910557028264118,-1.23001848136777,-0.0729988668446022,-0.289757606185068,0.0176223786226349,-0.000333180044683526,2.23573888933888e-06,-1.44329918602186,-0.669900184970537,-0.0893143600668095,-0.70257275040435,-0.155537677597194,-0.144559048333355,-2.16413294927911,-0.162313017935013,-1.14877431505207,-0.936300171818539,-1.40344800686709,-1.00095962471682,-0.463077377016064,-1.74831580711022,-2.81344928198,-0.275223555707321,-0.463351997756189,-0.921028083108504,-1.22507380424056,-14.3690895845743,-1.22098492537215,-1.04040833052532,-2.96603736334447,-0.69873598571891
1996,1.41431370064986,-0.855633110321257,-1.17547947423688,-0.0733600581802499,-0.264961582575362,0.0162004579133742,-0.000298910513609028,1.9085200602641e-06,-1.58968573300279,-0.712941535564261,0.147356879652688,-0.503157141063344,-0.263363264094749,-0.400642115623179,-2.16925644067011,-0.120846342564264,-1.41391296650781,-1.18874288239898,-1.62548110525006,-0.972829332083178,-0.476742853182553,-1.99419686037314,-2.76444002753135,-0.490171906797823,-0.735508259209501,-1.17683131930013,-1.45053405429666,-14.5992432541608,-0.925662355922551,-0.989423954076024,-2.97687801278602,-0.902166698756109
