"year","lwage","cons","stem_related","schooling","experience","experience_2","experience_3","experience_4","union_covered","married","RACEOther","RACEWhite","fulltime","educ_exp_groupbelow_hs_experience29","educ_exp_groupbelow_hs_experience30","educ_exp_groupbelow_hs_experience9","educ_exp_groupcollege_experience19","educ_exp_groupcollege_experience29","educ_exp_groupcollege_experience30","educ_exp_groupcollege_experience9","educ_exp_groupcollege_some_experience19","educ_exp_groupcollege_some_experience29","educ_exp_groupcollege_some_experience30","educ_exp_groupcollege_some_experience9","educ_exp_groupgraduate_experience19","educ_exp_groupgraduate_experience29","educ_exp_groupgraduate_experience30","educ_exp_groupgraduate_experience9","educ_exp_grouphs_experience19","educ_exp_grouphs_experience29","educ_exp_grouphs_experience30","educ_exp_grouphs_experience9"
1996,-9.10223832397265,-26.9443225306215,-0.0222225115037347,0.00328771335555938,-0.00660297864496831,0.000375109985573038,-7.62425187110256e-06,5.22883523664852e-08,0.148920877397581,-0.020238930465793,0.0710629158165415,0.0685539305250475,0.00790914114046215,-0.0118367296941317,-0.0207995888947953,-0.00936590547550614,-0.139484470863236,-0.120596395447998,-0.133322401818387,-0.158810249502228,-0.0607610353871995,-0.0691598246690257,-0.08163668565123,-0.0258210928592841,-0.163090854553691,-0.133550341866838,-0.148203721767721,-0.200909291744231,-0.0108582553295791,-0.0283268355261723,-0.0370390711487503,0.0284930387642271
1996,-3.01968378121381,-44.3214557032104,0.48537172003164,-15.9696117057804,2.3289569717766,-0.21687270391326,0.00739118858968832,-8.0032372639925e-05,-1.05417657951329,0.941455850304853,-0.146683538911546,18.7629873033576,-0.19869765136815,-3.47918399983524,-9.803932717221,84.186063445596,266.521081355989,266.796325465261,259.27235930634,246.134843810386,218.533776225231,198.884842319959,193.090341748881,218.950979401732,278.184906859284,278.356135685956,272.806554194242,278.039611131424,182.660834000107,182.820676697921,196.646294029658,182.781548467567
1996,0.108102048003532,-7.0196416318871,-0.269661382109946,-0.0262339026070555,-0.105539357042867,-0.0195454529993279,0.001268038962543,-1.6819288296969e-05,-0.947703886750014,0.493195654790762,0.52065886040757,-0.800545040940453,0.113106799851622,4.11201435326304,0.0568636058619989,2.80077492686436,3.56511407918527,3.16484113320862,1.1141634642434,1.99064079379478,3.64559037617995,1.32452709263747,-15.9762759360436,3.0930095376717,3.01094425567842,-12.6784643072014,0.398252354368379,-13.2595219918476,1.67161100434866,-12.70059505065,-0.510315620358724,2.57567121355694
1996,0.618784541426311,-2.80968074982921,-0.369039341334564,-0.0698191208502023,-0.297756942618962,0.0067007115774131,0.00026162852182094,-5.14780083085398e-06,-1.54109280379263,0.0662813053593998,0.154668631157321,-0.807762230690142,-0.0404167741746438,1.12136117848655,-2.58200872341461,1.07508320793865,0.496797735193175,-0.127888282944692,-1.67664507388423,-0.534673551811338,0.407261162430435,-2.11781755422136,-8.04393429295846,0.224376927431996,1.53948569738804,-14.8796082458542,-1.60822986964461,-14.794425476667,-1.66666191311101,-0.641027773138553,-3.44197395492691,-0.450233688755739
1996,0.801249228563477,-2.69155223051272,-0.472557681056932,-0.09444223749695,-0.374194132384427,0.0178288261433584,-0.000185240902212073,-1.06415832329711e-08,-1.74482648095158,-0.0761135186635018,0.279780846978504,-0.586179445810295,-0.134447189355024,1.39791629451704,-1.82666914629117,1.28610490758201,0.712876968419252,0.392486287893826,-0.814609728949816,-0.170429645418713,0.536833755499928,-1.9213786264173,-3.2681751172736,0.777310703371861,1.8326661670482,-14.5588535146556,-0.524332118608058,-14.3319039536343,-0.863340477051713,-0.478299892157702,-2.42467655349563,-0.246039727931758
1996,1.01366289526113,-3.15700854700591,-0.76860533396433,-0.0511064201078382,-0.346204169859675,0.0202699562960384,-0.000357115794237485,2.05561031331509e-06,-1.97440410402057,-0.357523294074696,-0.0138572354140054,-0.630250667415713,-0.202535302702819,1.68944645307456,-0.35952359865863,1.54291801622595,0.413861615023655,0.236442361724907,-0.00821779432670137,0.252343940250779,0.830165312648291,-0.691729988768412,-1.60895753896575,1.30394978317812,1.48832653563571,-0.461152118400803,0.353253676975693,-12.4484172141954,-0.813334298844862,0.487939325665924,-1.47830843068066,0.617249733660557
1996,1.13466156591259,-1.31539284393805,-1.05334175343326,-0.0859763238812505,-0.347330877599529,0.0219040671553051,-0.000412549508742454,2.53218544150393e-06,-2.15916637733939,-0.569035710686656,-0.168436052856676,-0.535184638608134,-0.248145358726614,-0.0101206025938976,-2.03118879497739,0.11478919636073,-0.602957447963051,-0.746754004915048,-1.19093099608098,-0.660218823790169,-0.0690670360948364,-2.22849510985368,-3.10586399998994,0.164051266228096,0.295708715597476,-0.810327411579652,-0.969927230917581,-13.5211922325679,-1.0535717342182,-0.954432597180498,-2.94842089594992,-0.692712925308857
1996,1.24740177329205,-0.747444578794738,-0.970598678613978,-0.0773045426541631,-0.337583553625633,0.0184113105037992,-0.000319084045061434,1.83870174618921e-06,-1.31117740187576,-0.638402074093881,-0.190899537887883,-0.779074594569562,-0.152568521841227,0.406733510884821,-1.49255014065734,-0.230677587104325,-0.802791564513407,-0.54557852045996,-0.76458534223145,-1.18939354557146,-0.0216835200300984,-1.17698547375244,-2.65824559019505,-0.236852373877312,0.0676267387365282,-0.285042792708882,-0.48342691092653,-14.1002916444869,-0.968050637940703,-0.48131941200704,-2.49919478156812,-0.960649413776357
1996,1.34927242232777,-0.912008605734876,-1.09935613507498,-0.0726413328851188,-0.288519482434425,0.0174767630105169,-0.000328478393678019,2.19153445373361e-06,-1.44381717895338,-0.669060939876448,-0.0807877770109896,-0.702927914257661,-0.156663558690442,-0.142486260411611,-2.17086819326089,-0.164937595406378,-1.1353343122961,-0.922038152349105,-1.39712233658024,-0.992475485225878,-0.456520295244697,-1.74125040401605,-2.80910797760979,-0.275652634272589,-0.376877694799546,-0.864265409720785,-1.14778912862202,-14.2737403430807,-1.22159385775432,-1.03747215892438,-2.9722098582317,-0.699659319407307
1996,1.41431370064986,-0.8568225535664,-1.08544228840809,-0.0729818598150965,-0.26389318553366,0.0160710127577813,-0.000294648359178994,1.86787556393581e-06,-1.59040353472258,-0.712371733022403,0.155839643674131,-0.50345833470012,-0.264793579760439,-0.399039903370515,-2.17555276866216,-0.123625087854425,-1.39786056828779,-1.17301328990943,-1.61743408194761,-0.960197175935887,-0.468748691509153,-1.9863608189923,-2.75968428052416,-0.489986734920365,-0.646372498589175,-1.11829390105901,-1.36983308694895,-14.498855195146,-0.925886451567977,-0.986627593753097,-2.98265829781469,-0.902792956455078
